GO biological process complete,Homo sapiens - REFLIST (20595),upload_1 (699),upload_1 (expected),upload_1 (over/under),upload_1 (fold Enrichment),upload_1 (raw P-value),upload_1 (FDR)
ribonucleoprotein complex localization (GO:0071166),128,18,4.34,+,4.14,1.48E-06,1.33E-04
gene silencing (GO:0016458),150,21,5.09,+,4.12,2.16E-07,2.38E-05
histone methylation (GO:0016571),86,12,2.92,+,4.11,8.76E-05,4.58E-03
negative regulation of protein-containing complex disassembly (GO:0043242),79,11,2.68,+,4.1,1.74E-04,8.29E-03
"mRNA splicing, via spliceosome (GO:0000398)",302,42,10.25,+,4.1,2.34E-13,7.54E-11
"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)",302,42,10.25,+,4.1,2.34E-13,7.39E-11
"regulation of alternative mRNA splicing, via spliceosome (GO:0000381)",58,8,1.97,+,4.06,1.39E-03,4.83E-02
actin filament bundle assembly (GO:0051017),58,8,1.97,+,4.06,1.39E-03,4.82E-02
vesicle budding from membrane (GO:0006900),103,14,3.5,+,4,3.01E-05,1.78E-03
post-Golgi vesicle-mediated transport (GO:0006892),134,18,4.55,+,3.96,2.67E-06,2.16E-04
ribonucleoprotein complex export from nucleus (GO:0071426),127,17,4.31,+,3.94,5.24E-06,3.74E-04
neural tube closure (GO:0001843),90,12,3.05,+,3.93,1.29E-04,6.46E-03
Golgi organization (GO:0007030),135,18,4.58,+,3.93,2.93E-06,2.33E-04
nuclear export (GO:0051168),166,22,5.63,+,3.9,2.62E-07,2.81E-05
cellular response to ionizing radiation (GO:0071479),68,9,2.31,+,3.9,9.25E-04,3.47E-02
tube closure (GO:0060606),91,12,3.09,+,3.89,1.42E-04,7.00E-03
peptidyl-lysine methylation (GO:0018022),84,11,2.85,+,3.86,2.82E-04,1.24E-02
lysosome organization (GO:0007040),69,9,2.34,+,3.84,1.02E-03,3.73E-02
lytic vacuole organization (GO:0080171),69,9,2.34,+,3.84,1.02E-03,3.72E-02
RNA splicing (GO:0008380),407,53,13.81,+,3.84,1.81E-15,1.02E-12
microtubule cytoskeleton organization involved in mitosis (GO:1902850),185,24,6.28,+,3.82,1.08E-07,1.24E-05
COPII-coated vesicle budding (GO:0090114),70,9,2.38,+,3.79,1.11E-03,3.98E-02
regulation of microtubule cytoskeleton organization (GO:0070507),141,18,4.79,+,3.76,5.08E-06,3.68E-04
regulation of mRNA processing (GO:0050684),141,18,4.79,+,3.76,5.08E-06,3.66E-04
regulation of nucleocytoplasmic transport (GO:0046822),110,14,3.73,+,3.75,5.76E-05,3.11E-03
regulation of purine nucleotide metabolic process (GO:1900542),118,15,4,+,3.75,3.21E-05,1.87E-03
ribonucleoprotein complex assembly (GO:0022618),190,24,6.45,+,3.72,1.69E-07,1.89E-05
RNA export from nucleus (GO:0006405),135,17,4.58,+,3.71,1.09E-05,7.08E-04
mRNA transport (GO:0051028),159,20,5.4,+,3.71,1.89E-06,1.63E-04
primary neural tube formation (GO:0014020),96,12,3.26,+,3.68,2.23E-04,1.03E-02
regulation of nucleotide metabolic process (GO:0006140),120,15,4.07,+,3.68,3.82E-05,2.16E-03
histone modification (GO:0016570),356,44,12.08,+,3.64,2.38E-12,5.78E-10
covalent chromatin modification (GO:0016569),360,44,12.22,+,3.6,3.35E-12,7.65E-10
mitotic spindle organization (GO:0007052),164,20,5.57,+,3.59,2.90E-06,2.32E-04
ribonucleoprotein complex subunit organization (GO:0071826),197,24,6.69,+,3.59,3.08E-07,3.26E-05
nucleosome organization (GO:0034728),156,19,5.29,+,3.59,5.20E-06,3.73E-04
viral transcription (GO:0019083),116,14,3.94,+,3.56,9.67E-05,5.02E-03
mitotic prometaphase (GO:0000236),167,20,5.67,+,3.53,3.72E-06,2.85E-04
mitotic nuclear division (GO:0140014),209,25,7.09,+,3.52,2.40E-07,2.59E-05
protein export from nucleus (GO:0006611),152,18,5.16,+,3.49,1.29E-05,8.34E-04
regulation of generation of precursor metabolites and energy (GO:0043467),161,19,5.46,+,3.48,7.84E-06,5.26E-04
establishment of cell polarity (GO:0030010),119,14,4.04,+,3.47,1.24E-04,6.21E-03
regulation of mRNA metabolic process (GO:1903311),340,40,11.54,+,3.47,9.38E-11,1.70E-08
regulation of protein polymerization (GO:0032271),232,27,7.87,+,3.43,1.32E-07,1.51E-05
protein localization to nucleus (GO:0034504),164,19,5.57,+,3.41,9.96E-06,6.52E-04
mRNA processing (GO:0006397),484,56,16.43,+,3.41,2.71E-14,1.16E-11
neural tube formation (GO:0001841),104,12,3.53,+,3.4,4.34E-04,1.83E-02
positive regulation of chromosome organization (GO:2001252),174,20,5.91,+,3.39,6.52E-06,4.49E-04
regulation of intracellular steroid hormone receptor signaling pathway (GO:0033143),87,10,2.95,+,3.39,1.31E-03,4.61E-02
cytosolic transport (GO:0016482),148,17,5.02,+,3.38,3.19E-05,1.86E-03
protein polymerization (GO:0051258),96,11,3.26,+,3.38,7.84E-04,3.04E-02
regulation of axon extension (GO:0030516),96,11,3.26,+,3.38,7.84E-04,3.03E-02
nuclear transport (GO:0051169),262,30,8.89,+,3.37,3.70E-08,4.60E-06
regulation of chromatin organization (GO:1902275),203,23,6.89,+,3.34,1.69E-06,1.49E-04
endomembrane system organization (GO:0010256),488,55,16.56,+,3.32,1.24E-13,4.25E-11
peptidyl-lysine modification (GO:0018205),302,34,10.25,+,3.32,6.72E-09,9.14E-07
chromatin assembly or disassembly (GO:0006333),169,19,5.74,+,3.31,1.47E-05,9.32E-04
regulation of mRNA catabolic process (GO:0061013),214,24,7.26,+,3.3,1.19E-06,1.10E-04
positive regulation of chromatin organization (GO:1905269),116,13,3.94,+,3.3,3.29E-04,1.42E-02
nucleocytoplasmic transport (GO:0006913),259,29,8.79,+,3.3,9.66E-08,1.12E-05
negative regulation of cytoskeleton organization (GO:0051494),152,17,5.16,+,3.3,4.33E-05,2.41E-03
chromatin organization (GO:0006325),697,77,23.66,+,3.25,2.98E-18,2.94E-15
regulation of extent of cell growth (GO:0061387),109,12,3.7,+,3.24,6.37E-04,2.54E-02
microtubule organizing center organization (GO:0031023),100,11,3.39,+,3.24,1.06E-03,3.82E-02
negative regulation of translation (GO:0017148),137,15,4.65,+,3.23,1.49E-04,7.27E-03
RNA transport (GO:0050658),201,22,6.82,+,3.22,4.70E-06,3.43E-04
nucleic acid transport (GO:0050657),201,22,6.82,+,3.22,4.70E-06,3.42E-04
establishment of RNA localization (GO:0051236),203,22,6.89,+,3.19,5.43E-06,3.83E-04
regulation of RNA splicing (GO:0043484),149,16,5.06,+,3.16,1.11E-04,5.69E-03
chromatin assembly (GO:0031497),149,16,5.06,+,3.16,1.11E-04,5.67E-03
negative regulation of cellular amide metabolic process (GO:0034249),159,17,5.4,+,3.15,7.22E-05,3.81E-03
spindle organization (GO:0007051),225,24,7.64,+,3.14,2.65E-06,2.15E-04
negative regulation of dephosphorylation (GO:0035305),114,12,3.87,+,3.1,9.14E-04,3.44E-02
biological phase (GO:0044848),257,27,8.72,+,3.1,8.33E-07,8.01E-05
mitotic cell cycle phase (GO:0098763),257,27,8.72,+,3.1,8.33E-07,7.96E-05
cell cycle phase (GO:0022403),257,27,8.72,+,3.1,8.33E-07,7.92E-05
regulation of protein-containing complex disassembly (GO:0043244),124,13,4.21,+,3.09,5.88E-04,2.37E-02
establishment of vesicle localization (GO:0051650),201,21,6.82,+,3.08,1.47E-05,9.30E-04
positive regulation of protein polymerization (GO:0032273),125,13,4.24,+,3.06,6.30E-04,2.52E-02
negative regulation of supramolecular fiber organization (GO:1902904),154,16,5.23,+,3.06,1.58E-04,7.67E-03
RNA localization (GO:0006403),222,23,7.53,+,3.05,6.61E-06,4.53E-04
activation of GTPase activity (GO:0090630),116,12,3.94,+,3.05,1.05E-03,3.79E-02
stem cell population maintenance (GO:0019827),126,13,4.28,+,3.04,6.75E-04,2.68E-02
nucleosome assembly (GO:0006334),117,12,3.97,+,3.02,1.12E-03,3.99E-02
protein import (GO:0017038),156,16,5.29,+,3.02,1.81E-04,8.55E-03
posttranscriptional regulation of gene expression (GO:0010608),547,56,18.57,+,3.02,2.60E-12,6.12E-10
positive regulation of intracellular protein transport (GO:0090316),186,19,6.31,+,3.01,4.90E-05,2.68E-03
anaphase (GO:0051322),157,16,5.33,+,3,1.94E-04,9.09E-03
mitotic anaphase (GO:0000090),157,16,5.33,+,3,1.94E-04,9.06E-03
maintenance of cell number (GO:0098727),128,13,4.34,+,2.99,7.72E-04,3.02E-02
regulation of translation (GO:0006417),368,37,12.49,+,2.96,2.26E-08,2.90E-06
M phase (GO:0000279),160,16,5.43,+,2.95,2.36E-04,1.07E-02
mitotic M phase (GO:0000087),160,16,5.43,+,2.95,2.36E-04,1.07E-02
vesicle organization (GO:0016050),310,31,10.52,+,2.95,3.49E-07,3.58E-05
vesicle localization (GO:0051648),211,21,7.16,+,2.93,2.85E-05,1.69E-03
regulation of phosphatase activity (GO:0010921),181,18,6.14,+,2.93,1.05E-04,5.39E-03
mRNA metabolic process (GO:0016071),694,68,23.55,+,2.89,6.94E-14,2.61E-11
mitotic cell cycle (GO:0000278),761,74,25.83,+,2.87,7.14E-15,3.31E-12
Golgi vesicle transport (GO:0048193),396,38,13.44,+,2.83,4.52E-08,5.52E-06
microtubule cytoskeleton organization (GO:0000226),566,54,19.21,+,2.81,7.48E-11,1.39E-08
mitotic cell cycle process (GO:1903047),685,65,23.25,+,2.8,9.69E-13,2.51E-10
organelle localization by membrane tethering (GO:0140056),171,16,5.8,+,2.76,4.66E-04,1.92E-02
regulation of carbohydrate metabolic process (GO:0006109),214,20,7.26,+,2.75,9.75E-05,5.04E-03
negative regulation of organelle organization (GO:0010639),332,31,11.27,+,2.75,1.34E-06,1.22E-04
regulation of supramolecular fiber organization (GO:1902903),375,35,12.73,+,2.75,2.83E-07,3.02E-05
regulation of dephosphorylation (GO:0035303),216,20,7.33,+,2.73,1.10E-04,5.61E-03
regulation of cellular amide metabolic process (GO:0034248),432,40,14.66,+,2.73,4.87E-08,5.86E-06
positive regulation of intracellular transport (GO:0032388),227,21,7.7,+,2.73,7.53E-05,3.95E-03
establishment or maintenance of cell polarity (GO:0007163),195,18,6.62,+,2.72,2.46E-04,1.11E-02
macromolecule methylation (GO:0043414),250,23,8.49,+,2.71,3.77E-05,2.14E-03
endoplasmic reticulum to Golgi vesicle-mediated transport (GO:0006888),196,18,6.65,+,2.71,2.61E-04,1.17E-02
positive regulation of cell growth (GO:0030307),164,15,5.57,+,2.69,8.58E-04,3.29E-02
regulation of intracellular transport (GO:0032386),361,33,12.25,+,2.69,9.47E-07,8.95E-05
nucleobase-containing compound transport (GO:0015931),253,23,8.59,+,2.68,4.47E-05,2.47E-03
establishment of organelle localization (GO:0051656),397,36,13.47,+,2.67,3.64E-07,3.68E-05
chromosome organization (GO:0051276),1061,96,36.01,+,2.67,3.96E-17,3.13E-14
neural tube development (GO:0021915),155,14,5.26,+,2.66,1.41E-03,4.87E-02
regulation of microtubule-based process (GO:0032886),235,21,7.98,+,2.63,1.18E-04,5.97E-03
membrane docking (GO:0022406),180,16,6.11,+,2.62,7.77E-04,3.02E-02
regulation of mRNA stability (GO:0043488),192,17,6.52,+,2.61,5.62E-04,2.28E-02
protein-DNA complex subunit organization (GO:0071824),294,26,9.98,+,2.61,2.26E-05,1.37E-03
regulation of chromosome organization (GO:0033044),283,25,9.61,+,2.6,3.28E-05,1.89E-03
RNA processing (GO:0006396),923,81,31.33,+,2.59,6.26E-14,2.41E-11
organelle localization (GO:0051640),616,54,20.91,+,2.58,1.40E-09,2.10E-07
viral gene expression (GO:0019080),172,15,5.84,+,2.57,1.34E-03,4.68E-02
organelle fission (GO:0048285),370,32,12.56,+,2.55,5.38E-06,3.82E-04
DNA conformation change (GO:0071103),313,27,10.62,+,2.54,3.44E-05,1.98E-03
cellular protein-containing complex assembly (GO:0034622),859,74,29.15,+,2.54,2.41E-12,5.75E-10
protein-containing complex localization (GO:0031503),257,22,8.72,+,2.52,2.31E-04,1.05E-02
cytoskeleton organization (GO:0007010),1204,103,40.86,+,2.52,1.04E-16,7.43E-14
nuclear division (GO:0000280),340,29,11.54,+,2.51,1.85E-05,1.15E-03
regulation of intracellular protein transport (GO:0033157),258,22,8.76,+,2.51,2.35E-04,1.07E-02
actin filament organization (GO:0007015),270,23,9.16,+,2.51,1.64E-04,7.91E-03
DNA repair (GO:0006281),530,45,17.99,+,2.5,7.83E-08,9.15E-06
regulation of response to DNA damage stimulus (GO:2001020),224,19,7.6,+,2.5,4.48E-04,1.87E-02
DNA packaging (GO:0006323),201,17,6.82,+,2.49,9.03E-04,3.42E-02
double-strand break repair (GO:0006302),202,17,6.86,+,2.48,9.50E-04,3.54E-02
regulation of RNA stability (GO:0043487),202,17,6.86,+,2.48,9.50E-04,3.53E-02
regulation of actin filament organization (GO:0110053),276,23,9.37,+,2.46,1.93E-04,9.09E-03
positive regulation of cellular protein localization (GO:1903829),301,25,10.22,+,2.45,9.99E-05,5.15E-03
protein deubiquitination (GO:0016579),278,23,9.44,+,2.44,2.06E-04,9.57E-03
positive regulation of protein transport (GO:0051222),329,27,11.17,+,2.42,5.89E-05,3.16E-03
developmental growth (GO:0048589),354,29,12.01,+,2.41,3.15E-05,1.85E-03
ribonucleoprotein complex biogenesis (GO:0022613),465,38,15.78,+,2.41,2.61E-06,2.14E-04
regulation of protein-containing complex assembly (GO:0043254),454,37,15.41,+,2.4,3.79E-06,2.89E-04
growth (GO:0040007),357,29,12.12,+,2.39,3.57E-05,2.04E-03
methylation (GO:0032259),308,25,10.45,+,2.39,1.29E-04,6.48E-03
positive regulation of establishment of protein localization (GO:1904951),345,28,11.71,+,2.39,4.96E-05,2.71E-03
DNA metabolic process (GO:0006259),781,63,26.51,+,2.38,1.26E-09,1.90E-07
cellular response to DNA damage stimulus (GO:0006974),787,63,26.71,+,2.36,1.58E-09,2.35E-07
RNA metabolic process (GO:0016070),1599,128,54.27,+,2.36,1.04E-18,1.50E-15
nucleic acid metabolic process (GO:0090304),2232,177,75.75,+,2.34,6.95E-26,2.74E-22
regulation of cytoskeleton organization (GO:0051493),519,41,17.62,+,2.33,1.72E-06,1.52E-04
protein-DNA complex assembly (GO:0065004),254,20,8.62,+,2.32,8.68E-04,3.31E-02
microtubule-based process (GO:0007017),803,63,27.25,+,2.31,3.81E-09,5.36E-07
regulation of actin filament-based process (GO:0032970),396,31,13.44,+,2.31,4.37E-05,2.43E-03
rhythmic process (GO:0048511),269,21,9.13,+,2.3,6.95E-04,2.75E-02
protein modification by small protein removal (GO:0070646),295,23,10.01,+,2.3,3.88E-04,1.65E-02
cell cycle (GO:0007049),1390,108,47.18,+,2.29,6.67E-15,3.19E-12
regulation of GTPase activity (GO:0043087),490,38,16.63,+,2.28,9.06E-06,5.96E-04
positive regulation of growth (GO:0045927),258,20,8.76,+,2.28,1.01E-03,3.70E-02
positive regulation of GTPase activity (GO:0043547),413,32,14.02,+,2.28,3.65E-05,2.08E-03
RNA catabolic process (GO:0006401),246,19,8.35,+,2.28,1.41E-03,4.87E-02
protein-containing complex assembly (GO:0065003),1337,103,45.38,+,2.27,5.06E-14,2.00E-11
positive regulation of cellular catabolic process (GO:0031331),390,30,13.24,+,2.27,7.35E-05,3.87E-03
regulation of small GTPase mediated signal transduction (GO:0051056),327,25,11.1,+,2.25,3.66E-04,1.57E-02
regulation of cellular protein localization (GO:1903827),564,43,19.14,+,2.25,2.39E-06,2.00E-04
"transcription, DNA-templated (GO:0006351)",553,42,18.77,+,2.24,3.45E-06,2.69E-04
nucleic acid-templated transcription (GO:0097659),554,42,18.8,+,2.23,3.56E-06,2.77E-04
regulation of catabolic process (GO:0009894),1021,77,34.65,+,2.22,2.93E-10,4.86E-08
viral process (GO:0016032),849,64,28.82,+,2.22,1.09E-08,1.45E-06
supramolecular fiber organization (GO:0097435),597,45,20.26,+,2.22,2.38E-06,2.00E-04
actin filament-based process (GO:0030029),598,45,20.3,+,2.22,2.42E-06,2.01E-04
cell cycle phase transition (GO:0044770),293,22,9.94,+,2.21,1.07E-03,3.83E-02
positive regulation of organelle organization (GO:0010638),590,44,20.02,+,2.2,3.70E-06,2.85E-04
actin cytoskeleton organization (GO:0030036),524,39,17.78,+,2.19,1.17E-05,7.54E-04
RNA biosynthetic process (GO:0032774),566,42,19.21,+,2.19,7.27E-06,4.90E-04
organelle organization (GO:0006996),3574,261,121.3,+,2.15,8.68E-35,1.37E-30
regulation of cellular component size (GO:0032535),384,28,13.03,+,2.15,3.57E-04,1.53E-02
positive regulation of RNA metabolic process (GO:0051254),1718,125,58.31,+,2.14,3.16E-15,1.66E-12
positive regulation of nucleobase-containing compound metabolic process (GO:0045935),1891,137,64.18,+,2.13,1.82E-16,1.25E-13
regulation of organelle organization (GO:0033043),1188,86,40.32,+,2.13,1.91E-10,3.35E-08
membrane organization (GO:0061024),956,69,32.45,+,2.13,1.46E-08,1.90E-06
protein-containing complex subunit organization (GO:0043933),1581,114,53.66,+,2.12,1.41E-13,4.73E-11
intracellular transport (GO:0046907),1499,108,50.88,+,2.12,6.37E-13,1.79E-10
regulation of cellular localization (GO:0060341),836,60,28.37,+,2.11,2.30E-07,2.50E-05
regulation of cellular response to stress (GO:0080135),685,49,23.25,+,2.11,2.54E-06,2.10E-04
biological process involved in symbiotic interaction (GO:0044403),937,67,31.8,+,2.11,3.26E-08,4.08E-06
cell cycle process (GO:0022402),1070,76,36.32,+,2.09,6.00E-09,8.23E-07
regulation of mitotic cell cycle phase transition (GO:1901990),424,30,14.39,+,2.08,2.77E-04,1.22E-02
positive regulation of nucleic acid-templated transcription (GO:1903508),1622,114,55.05,+,2.07,8.07E-13,2.23E-10
"positive regulation of transcription, DNA-templated (GO:0045893)",1622,114,55.05,+,2.07,8.07E-13,2.19E-10
positive regulation of RNA biosynthetic process (GO:1902680),1623,114,55.09,+,2.07,8.18E-13,2.19E-10
regulation of actin cytoskeleton organization (GO:0032956),356,25,12.08,+,2.07,1.14E-03,4.03E-02
regulation of cellular catabolic process (GO:0031329),855,60,29.02,+,2.07,3.39E-07,3.49E-05
positive regulation of catabolic process (GO:0009896),460,32,15.61,+,2.05,2.66E-04,1.19E-02
cellular component assembly (GO:0022607),2438,169,82.75,+,2.04,8.46E-19,1.34E-15
negative regulation of cellular macromolecule biosynthetic process (GO:2000113),1487,103,50.47,+,2.04,2.23E-11,4.40E-09
